Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
First Class,Corporate,United States,Rapid City,South Dakota,57701,Central,Office Supplies,Binders,10.68,2,0.0,5.0196
First Class,Corporate,United States,Rapid City,South Dakota,57701,Central,Furniture,Bookcases,141.96,2,0.0,39.7488
Standard Class,Corporate,United States,Odessa,Texas,79762,Central,Office Supplies,Paper,16.032,3,0.2,5.6112
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,156.512,4,0.2,52.8228
Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Furniture,Furnishings,22.608,3,0.6,-10.1736
Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Furniture,Furnishings,1.892,1,0.6,-0.9933
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,63.312,3,0.2,20.5764
Second Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Envelopes,7.824,1,0.2,2.934
Second Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Chairs,170.072,4,0.3,-12.148
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Binders,10.43,5,0.8,-18.2525
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Storage,72.784,1,0.2,-18.196
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Furniture,Furnishings,44.46,5,0.6,-17.784
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Storage,314.088,3,0.2,19.6305
Standard Class,Consumer,United States,Dallas,Texas,75217,Central,Office Supplies,Fasteners,4.344,3,0.2,0.8688
Standard Class,Consumer,United States,Dallas,Texas,75217,Central,Furniture,Furnishings,31.776,3,0.6,-19.0656
Standard Class,Consumer,United States,Dallas,Texas,75217,Central,Office Supplies,Labels,4.928,2,0.2,1.7248
Standard Class,Consumer,United States,Dallas,Texas,75217,Central,Office Supplies,Binders,1.788,3,0.8,-3.0396
Standard Class,Consumer,United States,Dallas,Texas,75217,Central,Office Supplies,Fasteners,15.072,4,0.2,-3.768
Standard Class,Consumer,United States,Arlington,Texas,76017,Central,Office Supplies,Storage,12.624,2,0.2,-2.5248
Same Day,Home Office,United States,Aurora,Illinois,60505,Central,Office Supplies,Appliances,70.97,5,0.8,-191.619
Same Day,Home Office,United States,Aurora,Illinois,60505,Central,Office Supplies,Art,36.784,2,0.2,3.6784
Second Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,11.212,2,0.8,-16.818
Second Class,Consumer,United States,Chicago,Illinois,60653,Central,Furniture,Furnishings,4.712,2,0.6,-1.8848
Second Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Appliances,180.98,5,0.8,-470.548
Second Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Storage,60.416,2,0.2,6.0416
Same Day,Home Office,United States,Roseville,Michigan,48066,Central,Office Supplies,Paper,368.91,9,0.0,180.7659
Same Day,Home Office,United States,Roseville,Michigan,48066,Central,Office Supplies,Binders,8.02,1,0.0,3.7694
Same Day,Home Office,United States,Roseville,Michigan,48066,Central,Office Supplies,Storage,171.04,4,0.0,44.4704
Standard Class,Consumer,United States,Aurora,Illinois,60505,Central,Furniture,Tables,69.375,1,0.5,-47.175
Standard Class,Consumer,United States,Aurora,Illinois,60505,Central,Office Supplies,Supplies,31.68,4,0.2,2.772
Standard Class,Consumer,United States,Aurora,Illinois,60505,Central,Technology,Phones,2003.168,4,0.2,250.396
Standard Class,Consumer,United States,Aurora,Illinois,60505,Central,Office Supplies,Art,9.344,2,0.2,3.1536
Second Class,Home Office,United States,Saint Charles,Illinois,60174,Central,Technology,Machines,600.53,2,0.3,137.264
Second Class,Home Office,United States,Saint Charles,Illinois,60174,Central,Office Supplies,Art,59.904,2,0.2,14.2272
Second Class,Home Office,United States,Saint Charles,Illinois,60174,Central,Technology,Accessories,637.44,8,0.2,135.456
Second Class,Home Office,United States,Saint Charles,Illinois,60174,Central,Furniture,Furnishings,51.756,3,0.6,-33.6414
Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Office Supplies,Envelopes,180.96,2,0.0,81.432
Standard Class,Home Office,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Paper,32.4,5,0.0,15.552
Standard Class,Home Office,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Binders,41.86,7,0.0,19.2556
Standard Class,Home Office,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Binders,77.56,2,0.0,35.6776
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Storage,137.352,3,0.2,8.5845
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Furniture,Tables,376.509,3,0.3,-43.0296
Standard Class,Home Office,United States,League City,Texas,77573,Central,Furniture,Chairs,512.358,3,0.3,-14.6388
Standard Class,Home Office,United States,League City,Texas,77573,Central,Office Supplies,Fasteners,3.488,2,0.2,0.5668
Standard Class,Home Office,United States,League City,Texas,77573,Central,Office Supplies,Art,22.288,7,0.2,3.9004
Standard Class,Home Office,United States,League City,Texas,77573,Central,Office Supplies,Paper,16.032,3,0.2,5.6112
First Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Art,45.04,2,0.2,4.504
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,15.624,2,0.8,-24.9984
Second Class,Corporate,United States,Aurora,Illinois,60505,Central,Office Supplies,Binders,2.864,4,0.8,-4.5824
Second Class,Corporate,United States,Aurora,Illinois,60505,Central,Office Supplies,Binders,94.192,7,0.8,-164.836
Second Class,Consumer,United States,El Paso,Texas,79907,Central,Office Supplies,Art,31.744,2,0.2,3.968
Second Class,Consumer,United States,El Paso,Texas,79907,Central,Office Supplies,Appliances,5.432,2,0.8,-13.58
Second Class,Consumer,United States,El Paso,Texas,79907,Central,Furniture,Tables,913.43,5,0.3,-169.637
Second Class,Consumer,United States,El Paso,Texas,79907,Central,Office Supplies,Storage,372.144,3,0.2,27.9108
First Class,Consumer,United States,Fort Worth,Texas,76106,Central,Office Supplies,Binders,4.984,1,0.8,-8.4728
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Storage,64.784,1,0.2,-14.5764
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Paper,15.552,3,0.2,5.6376
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Envelopes,223.888,7,0.2,69.965
Second Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,10.896,3,0.2,3.405
Standard Class,Corporate,United States,Houston,Texas,77036,Central,Furniture,Chairs,241.5,4,0.3,0.0
First Class,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Binders,7.68,5,0.8,-11.52
Standard Class,Consumer,United States,Dallas,Texas,75217,Central,Furniture,Tables,933.408,4,0.3,-173.3472
Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Office Supplies,Paper,51.84,10,0.2,18.144
Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Technology,Accessories,165.6,3,0.2,-6.21
Standard Class,Home Office,United States,Marion,Iowa,52302,Central,Office Supplies,Paper,106.32,3,0.0,49.9704
First Class,Consumer,United States,Roseville,Michigan,48066,Central,Office Supplies,Supplies,4.36,2,0.0,0.1744
Standard Class,Consumer,United States,Apple Valley,Minnesota,55124,Central,Office Supplies,Storage,129.3,2,0.0,6.465
Second Class,Corporate,United States,Corpus Christi,Texas,78415,Central,Office Supplies,Fasteners,6.048,4,0.2,-1.3608
Second Class,Corporate,United States,Corpus Christi,Texas,78415,Central,Office Supplies,Paper,6.848,2,0.2,2.14
Second Class,Corporate,United States,Corpus Christi,Texas,78415,Central,Furniture,Furnishings,9.96,5,0.6,-6.723
Second Class,Corporate,United States,Corpus Christi,Texas,78415,Central,Office Supplies,Binders,8.552,2,0.8,-13.6832
Second Class,Corporate,United States,Chicago,Illinois,60623,Central,Technology,Phones,49.616,2,0.2,4.9616
Standard Class,Corporate,United States,Houston,Texas,77070,Central,Furniture,Chairs,344.372,4,0.3,-93.4724
Standard Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Storage,1554.936,3,0.2,77.7468
Standard Class,Corporate,United States,Houston,Texas,77070,Central,Furniture,Furnishings,127.88,5,0.6,-67.137
Second Class,Corporate,United States,Chicago,Illinois,60653,Central,Furniture,Chairs,106.869,3,0.3,-29.0073
Second Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,3.564,3,0.8,-6.237
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders,25.68,3,0.8,-39.804
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders,12.384,3,0.8,-19.8144
Second Class,Consumer,United States,Holland,Michigan,49423,Central,Office Supplies,Labels,7.5,2,0.0,3.6
Standard Class,Corporate,United States,Noblesville,Indiana,46060,Central,Furniture,Tables,2678.94,6,0.0,241.1046
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Technology,Phones,35.98,2,0.0,10.0744
Standard Class,Consumer,United States,Grand Rapids,Michigan,49505,Central,Office Supplies,Binders,83.7,5,0.0,41.013
Standard Class,Consumer,United States,Lubbock,Texas,79424,Central,Office Supplies,Paper,60.736,8,0.2,20.4984
Standard Class,Consumer,United States,Lubbock,Texas,79424,Central,Technology,Copiers,479.976,3,0.2,161.9919
Standard Class,Consumer,United States,Lubbock,Texas,79424,Central,Office Supplies,Binders,6.08,1,0.8,-10.336
Standard Class,Consumer,United States,Amarillo,Texas,79109,Central,Furniture,Chairs,366.744,4,0.3,-110.0232
Standard Class,Home Office,United States,Dallas,Texas,75217,Central,Office Supplies,Binders,8.856,9,0.8,-14.1696
Standard Class,Home Office,United States,Dallas,Texas,75217,Central,Technology,Accessories,27.96,5,0.2,8.388
Standard Class,Home Office,United States,Dallas,Texas,75217,Central,Office Supplies,Envelopes,146.352,3,0.2,49.3938
First Class,Consumer,United States,Detroit,Michigan,48205,Central,Technology,Accessories,175.23,11,0.0,61.3305
First Class,Consumer,United States,Detroit,Michigan,48205,Central,Technology,Phones,125.99,1,0.0,31.4975
First Class,Consumer,United States,Detroit,Michigan,48205,Central,Office Supplies,Binders,23.0,2,0.0,10.35
Standard Class,Corporate,United States,Houston,Texas,77041,Central,Furniture,Furnishings,73.784,2,0.6,-77.4732
Second Class,Consumer,United States,Frisco,Texas,75034,Central,Furniture,Furnishings,30.336,6,0.6,-17.4432
Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Technology,Phones,12.99,1,0.0,0.2598
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Paper,33.36,4,0.0,16.68
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Paper,13.76,2,0.0,6.3296
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Storage,496.86,7,0.0,24.843
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Furniture,Chairs,389.97,3,0.0,35.0973
Standard Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Labels,6.264,3,0.2,2.0358
Standard Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Fasteners,14.432,4,0.2,3.4276
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Technology,Copiers,719.976,3,0.2,134.9955
Second Class,Corporate,United States,Houston,Texas,77041,Central,Technology,Phones,453.576,3,0.2,39.6879
Second Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Labels,45.36,9,0.2,14.742
Second Class,Corporate,United States,Houston,Texas,77041,Central,Technology,Phones,287.88,3,0.2,35.985
Second Class,Corporate,United States,Houston,Texas,77041,Central,Technology,Phones,131.88,3,0.2,14.8365
Second Class,Corporate,United States,Houston,Texas,77041,Central,Furniture,Furnishings,2.328,2,0.6,-0.7566
Second Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Chairs,1454.9,5,0.0,378.274
First Class,Consumer,United States,The Colony,Texas,75056,Central,Technology,Phones,67.176,3,0.2,6.7176
First Class,Consumer,United States,The Colony,Texas,75056,Central,Office Supplies,Paper,15.232,4,0.2,5.5216
Same Day,Home Office,United States,Dallas,Texas,75081,Central,Office Supplies,Paper,10.272,3,0.2,3.21
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Technology,Machines,998.85,5,0.4,-199.77
Standard Class,Consumer,United States,Rochester,Minnesota,55901,Central,Furniture,Tables,607.52,2,0.0,97.2032
Standard Class,Consumer,United States,Rochester,Minnesota,55901,Central,Office Supplies,Storage,31.16,2,0.0,7.79
Second Class,Corporate,United States,San Marcos,Texas,78666,Central,Furniture,Furnishings,10.332,3,0.6,-5.9409
Second Class,Corporate,United States,San Marcos,Texas,78666,Central,Office Supplies,Paper,10.368,2,0.2,3.6288
Second Class,Corporate,United States,San Marcos,Texas,78666,Central,Technology,Accessories,20.784,2,0.2,-3.6372
Second Class,Corporate,United States,San Marcos,Texas,78666,Central,Office Supplies,Storage,66.96,5,0.2,-13.392
Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Technology,Accessories,30.08,2,0.2,-5.264
Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Technology,Accessories,165.6,3,0.2,-6.21
Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Technology,Phones,180.96,5,0.2,13.572
Second Class,Consumer,United States,Dallas,Texas,75217,Central,Furniture,Furnishings,30.56,5,0.6,-19.864
First Class,Home Office,United States,Kenosha,Wisconsin,53142,Central,Technology,Accessories,399.95,5,0.0,143.982
Standard Class,Corporate,United States,Dallas,Texas,75217,Central,Office Supplies,Binders,760.98,5,0.8,-1141.47
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,0.836,1,0.8,-1.3376
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Furniture,Furnishings,21.968,4,0.6,-15.9268
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Technology,Phones,619.152,6,0.2,69.6546
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Paper,127.904,7,0.2,41.5688
Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Office Supplies,Fasteners,18.368,2,0.2,6.1992
Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Furniture,Chairs,600.558,3,0.3,-8.5794
Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Office Supplies,Storage,50.352,3,0.2,-8.1822
Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Office Supplies,Art,28.032,6,0.2,3.504
Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Furniture,Furnishings,7.692,1,0.6,-3.6537
First Class,Consumer,United States,Mansfield,Texas,76063,Central,Furniture,Tables,517.405,5,0.3,-81.3065
Second Class,Home Office,United States,Houston,Texas,77070,Central,Office Supplies,Binders,8.608,8,0.8,-13.3424
Second Class,Home Office,United States,Houston,Texas,77070,Central,Technology,Accessories,159.56,5,0.2,33.9065
Second Class,Home Office,United States,Grand Rapids,Michigan,49505,Central,Office Supplies,Paper,19.44,3,0.0,9.5256
First Class,Consumer,United States,Houston,Texas,77041,Central,Technology,Phones,115.136,8,0.2,11.5136
Second Class,Home Office,United States,Houston,Texas,77070,Central,Office Supplies,Appliances,64.384,4,0.8,-160.96
Second Class,Home Office,United States,Houston,Texas,77070,Central,Furniture,Furnishings,6.984,2,0.6,-4.5396
Second Class,Home Office,United States,Houston,Texas,77070,Central,Office Supplies,Art,11.264,8,0.2,3.9424
Second Class,Home Office,United States,Houston,Texas,77070,Central,Office Supplies,Paper,15.552,3,0.2,5.6376
Second Class,Home Office,United States,Houston,Texas,77070,Central,Furniture,Chairs,379.372,2,0.3,-119.2312
Second Class,Home Office,United States,Houston,Texas,77070,Central,Office Supplies,Storage,67.536,9,0.2,6.7536
Second Class,Home Office,United States,Houston,Texas,77070,Central,Office Supplies,Binders,1.524,2,0.8,-2.667
Standard Class,Corporate,United States,Saint Louis,Missouri,63116,Central,Office Supplies,Supplies,52.59,3,0.0,15.777
Standard Class,Corporate,United States,Woodbury,Minnesota,55125,Central,Office Supplies,Storage,535.41,3,0.0,160.623
Same Day,Home Office,United States,Lawrence,Indiana,46226,Central,Office Supplies,Binders,10.74,3,0.0,5.1552
Standard Class,Corporate,United States,Fort Worth,Texas,76106,Central,Office Supplies,Art,5.344,2,0.2,0.7348
Standard Class,Corporate,United States,Fort Worth,Texas,76106,Central,Office Supplies,Binders,1.696,2,0.8,-2.544
Standard Class,Corporate,United States,Fort Worth,Texas,76106,Central,Office Supplies,Appliances,24.588,3,0.8,-67.617
Standard Class,Corporate,United States,Fort Worth,Texas,76106,Central,Office Supplies,Binders,7.98,5,0.8,-13.167
Second Class,Home Office,United States,Chicago,Illinois,60623,Central,Office Supplies,Art,3.536,2,0.2,0.3094
First Class,Corporate,United States,Huntsville,Texas,77340,Central,Furniture,Chairs,528.43,5,0.3,0.0
First Class,Corporate,United States,Huntsville,Texas,77340,Central,Office Supplies,Paper,41.472,8,0.2,14.5152
First Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Art,55.328,2,0.2,6.2244
First Class,Corporate,United States,Houston,Texas,77070,Central,Furniture,Bookcases,1227.9984,6,0.32,-36.1176
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Technology,Phones,537.544,7,0.2,47.0351
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,10.688,2,0.2,3.7408
First Class,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,Technology,Phones,221.98,2,0.0,62.1544
First Class,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,Furniture,Bookcases,341.96,2,0.0,54.7136
Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Office Supplies,Appliances,207.144,3,0.1,48.3336
Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Office Supplies,Art,13.9,5,0.0,3.753
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Paper,335.52,4,0.2,117.432
Second Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,26.72,5,0.2,9.352
Second Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,33.488,7,0.2,10.465
Standard Class,Corporate,United States,Saint Charles,Missouri,63301,Central,Office Supplies,Paper,10.56,2,0.0,4.752
First Class,Corporate,United States,Indianapolis,Indiana,46203,Central,Office Supplies,Storage,386.34,2,0.0,54.0876
Second Class,Corporate,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Storage,67.15,5,0.0,16.7875
First Class,Consumer,United States,Chicago,Illinois,60653,Central,Furniture,Bookcases,493.43,5,0.3,-70.49
First Class,Consumer,United States,Chicago,Illinois,60653,Central,Technology,Phones,11.12,2,0.2,3.475
Second Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,21.99,5,0.8,-32.985
Standard Class,Consumer,United States,Irving,Texas,75061,Central,Office Supplies,Supplies,185.376,2,0.2,-34.758
Standard Class,Consumer,United States,Irving,Texas,75061,Central,Office Supplies,Appliances,58.924,1,0.8,-153.2024
Second Class,Home Office,United States,Aurora,Illinois,60505,Central,Technology,Accessories,50.12,7,0.2,-0.6265
Second Class,Home Office,United States,Columbia,Missouri,65203,Central,Technology,Phones,449.97,3,0.0,220.4853
Second Class,Home Office,United States,Columbia,Missouri,65203,Central,Office Supplies,Appliances,1927.59,7,0.0,751.7601
Standard Class,Consumer,United States,Texas City,Texas,77590,Central,Furniture,Tables,489.23,2,0.3,41.934
Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Furniture,Furnishings,32.064,3,0.6,-12.8256
Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Office Supplies,Paper,18.496,4,0.2,6.7048
Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Furniture,Chairs,191.079,3,0.3,-38.2158
Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Office Supplies,Paper,10.368,2,0.2,3.6288
Standard Class,Corporate,United States,Austin,Texas,78745,Central,Office Supplies,Storage,856.656,6,0.2,107.082
Standard Class,Corporate,United States,Austin,Texas,78745,Central,Office Supplies,Binders,13.184,4,0.8,-20.4352
Standard Class,Corporate,United States,Austin,Texas,78745,Central,Office Supplies,Appliances,48.784,4,0.8,-131.7168
Standard Class,Corporate,United States,Austin,Texas,78745,Central,Office Supplies,Paper,76.64,2,0.2,26.824
Standard Class,Corporate,United States,Austin,Texas,78745,Central,Office Supplies,Binders,18.528,6,0.8,-27.792
Standard Class,Consumer,United States,Rockford,Illinois,61107,Central,Technology,Phones,1439.968,4,0.2,143.9968
Standard Class,Consumer,United States,Rockford,Illinois,61107,Central,Office Supplies,Binders,1.728,3,0.8,-2.6784
Standard Class,Consumer,United States,Rockford,Illinois,61107,Central,Furniture,Tables,626.1,3,0.5,-538.446
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Furniture,Tables,609.98,4,0.3,-113.282
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Furniture,Tables,211.372,2,0.3,-45.294
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Technology,Phones,239.976,3,0.2,17.9982
Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Furnishings,99.95,5,0.0,22.9885
Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Technology,Accessories,29.34,3,0.0,10.8558
Standard Class,Corporate,United States,Green Bay,Wisconsin,54302,Central,Furniture,Furnishings,16.74,2,0.0,4.3524
Standard Class,Consumer,United States,Aurora,Illinois,60505,Central,Furniture,Chairs,239.358,3,0.3,-47.8716
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Technology,Phones,299.96,5,0.2,37.495
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Appliances,67.84,5,0.8,-179.776
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,Chairs,853.93,5,0.3,-24.398
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Art,18.688,4,0.2,3.7376
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders,1.248,2,0.8,-1.9344
First Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Paper,36.288,7,0.2,12.7008
First Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Paper,78.304,2,0.2,29.364
First Class,Corporate,United States,Dallas,Texas,75220,Central,Furniture,Tables,127.785,1,0.3,-31.0335
First Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Binders,6.104,2,0.8,-9.156
Second Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Binders,1.72,1,0.8,-2.838
Second Class,Consumer,United States,Romeoville,Illinois,60441,Central,Office Supplies,Binders,8.952,2,0.8,-14.7708
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Appliances,2.334,3,0.8,-6.3018
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,1.728,4,0.8,-2.7648
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Furnishings,159.04,5,0.6,-194.824
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Tables,145.98,2,0.5,-99.2664
Standard Class,Corporate,United States,Springfield,Missouri,65807,Central,Furniture,Furnishings,9.68,2,0.0,3.7752
Standard Class,Corporate,United States,Springfield,Missouri,65807,Central,Technology,Copiers,4899.93,7,0.0,2302.9671
First Class,Consumer,United States,Dallas,Texas,75081,Central,Technology,Phones,35.184,2,0.2,12.3144
Same Day,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Paper,56.704,2,0.2,19.1376
Same Day,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Paper,274.064,7,0.2,102.774
Same Day,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Storage,92.52,6,0.0,24.9804
Same Day,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Storage,37.76,1,0.0,10.5728
Same Day,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Labels,7.38,2,0.0,3.4686
Same Day,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Furnishings,5.82,2,0.0,2.7354
First Class,Home Office,United States,Houston,Texas,77036,Central,Technology,Accessories,100.8,2,0.2,21.42
Standard Class,Home Office,United States,Detroit,Michigan,48227,Central,Furniture,Chairs,487.96,2,0.0,146.388
Standard Class,Consumer,United States,Quincy,Illinois,62301,Central,Office Supplies,Binders,2.992,4,0.8,-4.488
Standard Class,Consumer,United States,Quincy,Illinois,62301,Central,Technology,Accessories,108.768,4,0.2,2.7192
Same Day,Consumer,United States,Houston,Texas,77095,Central,Technology,Phones,55.176,3,0.2,-12.4146
Standard Class,Consumer,United States,Detroit,Michigan,48205,Central,Office Supplies,Binders,9892.74,13,0.0,4946.37
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,322.192,13,0.2,100.685
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,2.946,3,0.8,-4.8609
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,19.136,4,0.2,6.9368
Standard Class,Home Office,United States,Columbus,Indiana,47201,Central,Office Supplies,Storage,24.56,2,0.0,6.8768
Standard Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Envelopes,16.56,2,0.0,7.7832
Standard Class,Consumer,United States,Springfield,Missouri,65807,Central,Technology,Accessories,279.95,5,0.0,67.188
Standard Class,Corporate,United States,Omaha,Nebraska,68104,Central,Technology,Accessories,89.97,3,0.0,18.8937
Standard Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Appliances,93.032,2,0.8,-251.1864
Standard Class,Corporate,United States,Houston,Texas,77041,Central,Furniture,Chairs,454.965,5,0.3,-136.4895
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Technology,Phones,299.98,2,0.0,83.9944
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Binders,403.68,6,0.0,181.656
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Technology,Phones,41.9,2,0.0,11.732
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Labels,28.91,7,0.0,13.2986
Standard Class,Consumer,United States,Bloomington,Indiana,47401,Central,Office Supplies,Paper,32.4,5,0.0,15.552
Standard Class,Home Office,United States,Dallas,Texas,75081,Central,Technology,Phones,369.544,7,0.2,27.7158
Standard Class,Home Office,United States,Dallas,Texas,75081,Central,Office Supplies,Paper,10.368,2,0.2,3.7584
Standard Class,Home Office,United States,Dallas,Texas,75081,Central,Technology,Accessories,791.88,3,0.2,128.6805
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Art,23.64,3,0.2,5.319
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Storage,84.784,2,0.2,-16.9568
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Furniture,Furnishings,64.96,5,0.6,-84.448
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,32.06,10,0.8,-51.296
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Storage,177.648,2,0.2,-28.8678
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Technology,Machines,287.91,3,0.4,33.5895
First Class,Corporate,United States,Haltom City,Texas,76117,Central,Office Supplies,Supplies,22.368,2,0.2,1.6776
First Class,Corporate,United States,Haltom City,Texas,76117,Central,Office Supplies,Paper,32.368,7,0.2,11.7334
First Class,Corporate,United States,Haltom City,Texas,76117,Central,Technology,Accessories,207.984,2,0.2,36.3972
